show_id,type,title,director,cast,country,date_added,release_year,rating,duration,listed_in,description
s144,Movie,The Irishman 512,The Duffer Brothers,Ryan Gosling|Chris Evans,Germany,1-Aug-15,1997,PG,89 min,"Sci-Fi & Fantasy, Crime",A mystery unfolds with unexpected twists.
s145,Movie,Lucifer 205,Shawn Levy,Jenna Ortega|Luis Guzmán,India,28-May-21,2018,TV-14,153 min,"Documentaries, Drama",Friends face extraordinary challenges together.
s146,TV Show,The Adam Project 872,Tim Burton,Jenna Ortega|Luis Guzmán,Canada,6-Jul-21,2022,TV-14,2 Seasons,"Comedy, Documentaries",A thrilling adventure filled with suspense.
s147,Movie,Red Notice 370,The Duffer Brothers,Robert De Niro|Al Pacino,Japan,30-Jan-26,2025,TV-14,176 min,"Comedy, Drama",Friends face extraordinary challenges together.
s148,TV Show,The Crown 844,Hwang Dong-hyuk,Chris Hemsworth|Rudhraksh Jaiswal,United Kingdom,19-Mar-24,2010,TV-MA,8 Seasons,"Documentaries, Thriller",An emotional journey of hope and resilience.
s149,TV Show,Stranger Things 444,The Duffer Brothers,Ryan Reynolds|Gal Gadot,India,30-Jan-19,2023,TV-14,3 Seasons,"Sci-Fi & Fantasy, Comedy",A thrilling adventure filled with suspense.
s150,TV Show,Manifest 917,Rawson Marshall Thurber,Chris Hemsworth|Rudhraksh Jaiswal,South Korea,5-Oct-22,2002,R,4 Seasons,"Sci-Fi & Fantasy, Comedy",Friends face extraordinary challenges together.
s151,Movie,Outer Banks 965,Hwang Dong-hyuk,Jenna Ortega|Luis Guzmán,United Kingdom,13-Oct-18,2011,R,139 min,"Drama, Romance",A compelling story of courage and survival.
s152,Movie,The Gray Man 786,Hwang Dong-hyuk,Ryan Gosling|Chris Evans,Brazil,8-Dec-20,1991,PG-13,80 min,"Sci-Fi & Fantasy, Crime",Friends face extraordinary challenges together.
s153,TV Show,The Adam Project 465,Shawn Levy,Ryan Reynolds|Gal Gadot,United Kingdom,9-Feb-24,2018,PG-13,4 Seasons,"Documentaries, Thriller",A thrilling adventure filled with suspense.
s154,TV Show,Ozark 752,Anthony Russo,Ryan Gosling|Chris Evans,United Kingdom,4-Jan-22,2013,R,3 Seasons,"Comedy, Action & Adventure",A thrilling adventure filled with suspense.
s155,TV Show,Bridgerton 254,Tim Burton,Chris Hemsworth|Rudhraksh Jaiswal,United States,31-Dec-20,2008,PG-13,2 Seasons,"Romance, Comedy",A thrilling adventure filled with suspense.
s156,TV Show,The Irishman 511,The Duffer Brothers,Lee Jung-jae|Park Hae-soo,Japan,5-Apr-19,2009,PG-13,6 Seasons,"Drama, Documentaries",A mystery unfolds with unexpected twists.
s157,TV Show,Outer Banks 362,Martin Scorsese,Ryan Reynolds|Gal Gadot,South Korea,29-Oct-19,2021,R,4 Seasons,"Documentaries, Action & Adventure",An emotional journey of hope and resilience.
s158,Movie,Stranger Things 904,Rawson Marshall Thurber,Robert De Niro|Al Pacino,France,31-Aug-24,2013,TV-MA,88 min,"Romance, Drama",An emotional journey of hope and resilience.
s159,Movie,Wednesday 396,The Duffer Brothers,Lee Jung-jae|Park Hae-soo,Germany,22-Jun-21,2007,R,121 min,"Comedy, Documentaries",A compelling story of courage and survival.
s160,TV Show,You 962,Anthony Russo,Jenna Ortega|Luis Guzmán,Spain,9-Aug-22,2022,PG-13,6 Seasons,"Drama, Documentaries",A compelling story of courage and survival.
s161,Movie,Lucifer 532,Álex Pina,Jenna Ortega|Luis Guzmán,Brazil,21-Jun-22,2022,TV-14,166 min,"Crime, Sci-Fi & Fantasy",Friends face extraordinary challenges together.
s162,Movie,Outer Banks 345,The Duffer Brothers,Henry Cavill|Sam Claflin,Germany,17-Sep-21,2021,R,125 min,"Sci-Fi & Fantasy, Thriller",A compelling story of courage and survival.
s163,TV Show,The Crown 598,Rawson Marshall Thurber,Ryan Reynolds|Gal Gadot,Brazil,16-Jun-17,2020,PG,6 Seasons,"Thriller, Crime",A compelling story of courage and survival.
s164,TV Show,Stranger Things 842,Harry Bradbeer,Úrsula Corberó|Álvaro Morte,United States,12-Jul-23,2026,TV-MA,3 Seasons,"Thriller, Drama",A mystery unfolds with unexpected twists.
s165,TV Show,The Crown 708,Sam Hargrave,Ryan Gosling|Chris Evans,Germany,25-May-18,2020,TV-MA,7 Seasons,"Action & Adventure, Sci-Fi & Fantasy",A thrilling adventure filled with suspense.
s166,TV Show,Ozark 980,Tim Burton,Lee Jung-jae|Park Hae-soo,Germany,14-Jun-23,2011,R,8 Seasons,"Crime, Documentaries",Friends face extraordinary challenges together.
s167,TV Show,Squid Game 572,Rawson Marshall Thurber,Úrsula Corberó|Álvaro Morte,South Korea,12-Jul-20,2008,TV-14,4 Seasons,"Documentaries, Action & Adventure",A mystery unfolds with unexpected twists.
s168,TV Show,Money Heist 588,Harry Bradbeer,Henry Cavill|Sam Claflin,France,15-Jun-21,2015,PG,5 Seasons,"Action & Adventure, Documentaries",A compelling story of courage and survival.
s169,TV Show,Bridgerton 672,Rawson Marshall Thurber,Lee Jung-jae|Park Hae-soo,Spain,8-Oct-22,2002,R,2 Seasons,"Sci-Fi & Fantasy, Documentaries",Friends face extraordinary challenges together.
s170,Movie,Enola Holmes 52,Harry Bradbeer,Henry Cavill|Sam Claflin,Spain,14-May-20,2004,TV-MA,88 min,"Comedy, Thriller",Friends face extraordinary challenges together.
s171,TV Show,Red Notice 988,The Duffer Brothers,Jenna Ortega|Luis Guzmán,France,31-Jan-18,2020,PG-13,2 Seasons,"Thriller, Romance",Friends face extraordinary challenges together.
s172,TV Show,Wednesday 668,Hwang Dong-hyuk,Úrsula Corberó|Álvaro Morte,Germany,29-Apr-16,1992,TV-14,5 Seasons,"Romance, Documentaries",A thrilling adventure filled with suspense.
s173,Movie,The Irishman 960,Rawson Marshall Thurber,Ryan Reynolds|Gal Gadot,United States,10-Feb-26,2009,R,125 min,"Comedy, Action & Adventure",Friends face extraordinary challenges together.
s174,TV Show,Manifest 480,Rawson Marshall Thurber,Úrsula Corberó|Álvaro Morte,India,4-Jan-18,2011,TV-14,8 Seasons,"Documentaries, Crime",Friends face extraordinary challenges together.
s175,Movie,The Adam Project 582,Harry Bradbeer,Úrsula Corberó|Álvaro Morte,United Kingdom,24-Jul-22,2015,PG-13,76 min,"Crime, Drama",A mystery unfolds with unexpected twists.
s176,Movie,Lucifer 332,Sam Hargrave,Ryan Reynolds|Gal Gadot,South Korea,25-Feb-18,2014,TV-14,98 min,"Documentaries, Romance",Friends face extraordinary challenges together.
s177,TV Show,Squid Game 670,Anthony Russo,Úrsula Corberó|Álvaro Morte,United States,4-Apr-15,1997,PG-13,5 Seasons,"Sci-Fi & Fantasy, Comedy",A mystery unfolds with unexpected twists.
s178,TV Show,Dark 630,Sam Hargrave,Úrsula Corberó|Álvaro Morte,United Kingdom,13-Aug-21,2020,TV-14,2 Seasons,"Documentaries, Crime",An emotional journey of hope and resilience.
s179,TV Show,You 822,Harry Bradbeer,Úrsula Corberó|Álvaro Morte,Spain,24-Jul-25,1995,R,7 Seasons,"Documentaries, Sci-Fi & Fantasy",Friends face extraordinary challenges together.
s180,Movie,Extraction 849,The Duffer Brothers,Henry Cavill|Sam Claflin,Spain,8-Jul-17,2026,R,147 min,"Action & Adventure, Comedy",Friends face extraordinary challenges together.
s181,TV Show,Outer Banks 501,Shawn Levy,Henry Cavill|Sam Claflin,Japan,10-Aug-19,1993,PG-13,2 Seasons,"Action & Adventure, Sci-Fi & Fantasy",A mystery unfolds with unexpected twists.
s182,TV Show,The Adam Project 741,Martin Scorsese,Ryan Gosling|Chris Evans,South Korea,15-May-25,1990,TV-14,1 Seasons,"Comedy, Drama",A mystery unfolds with unexpected twists.
s183,TV Show,Wednesday 957,Álex Pina,Ryan Reynolds|Gal Gadot,South Korea,8-May-16,2016,TV-14,2 Seasons,"Action & Adventure, Romance",A mystery unfolds with unexpected twists.
s184,TV Show,Narcos 385,Shawn Levy,Henry Cavill|Sam Claflin,United Kingdom,22-Jan-25,2012,TV-MA,7 Seasons,"Action & Adventure, Sci-Fi & Fantasy",A mystery unfolds with unexpected twists.
s185,Movie,Red Notice 775,Martin Scorsese,Millie Bobby Brown|Finn Wolfhard,Japan,30-Dec-19,2024,PG-13,168 min,"Romance, Documentaries",A thrilling adventure filled with suspense.
s186,Movie,Stranger Things 283,Sam Hargrave,Chris Hemsworth|Rudhraksh Jaiswal,United States,6-Oct-22,2016,R,133 min,"Drama, Comedy",A thrilling adventure filled with suspense.
s187,Movie,Bridgerton 613,Harry Bradbeer,Ryan Reynolds|Gal Gadot,Spain,3-Oct-15,1992,PG-13,87 min,"Documentaries, Comedy",An emotional journey of hope and resilience.
s188,Movie,Stranger Things 516,Rawson Marshall Thurber,Úrsula Corberó|Álvaro Morte,Brazil,7-Apr-16,2010,R,171 min,"Crime, Comedy",Friends face extraordinary challenges together.
s189,Movie,The Crown 308,Rawson Marshall Thurber,Ryan Reynolds|Gal Gadot,Germany,16-Dec-19,2001,PG-13,159 min,"Documentaries, Drama",Friends face extraordinary challenges together.
s190,TV Show,The Crown 153,Rawson Marshall Thurber,Ryan Gosling|Chris Evans,United Kingdom,3-May-24,2024,PG-13,6 Seasons,"Thriller, Romance",A thrilling adventure filled with suspense.
s191,TV Show,Extraction 576,Joe Russo,Ryan Gosling|Chris Evans,Germany,21-May-25,2023,TV-14,3 Seasons,"Romance, Comedy",Friends face extraordinary challenges together.
s192,Movie,Bridgerton 868,Anthony Russo,Chris Hemsworth|Rudhraksh Jaiswal,Germany,9-Oct-16,2002,TV-MA,117 min,"Sci-Fi & Fantasy, Thriller",An emotional journey of hope and resilience.
s193,Movie,Outer Banks 742,Harry Bradbeer,Henry Cavill|Sam Claflin,Spain,22-Mar-19,2020,TV-14,84 min,"Crime, Action & Adventure",A compelling story of courage and survival.
s194,Movie,Lucifer 937,Sam Hargrave,Úrsula Corberó|Álvaro Morte,France,19-Aug-17,2005,R,99 min,"Crime, Romance",Friends face extraordinary challenges together.
s195,TV Show,The Adam Project 268,Anthony Russo,Henry Cavill|Sam Claflin,Japan,22-Jan-23,2019,TV-MA,8 Seasons,"Documentaries, Romance",Friends face extraordinary challenges together.
s196,Movie,The Crown 47,Hwang Dong-hyuk,Úrsula Corberó|Álvaro Morte,United Kingdom,7-Jan-22,1991,PG,122 min,"Romance, Action & Adventure",A thrilling adventure filled with suspense.
s197,Movie,Narcos 584,Sam Hargrave,Lee Jung-jae|Park Hae-soo,Germany,28-Feb-20,2011,PG,117 min,"Documentaries, Crime",A mystery unfolds with unexpected twists.
s198,TV Show,The Irishman 144,The Duffer Brothers,Lee Jung-jae|Park Hae-soo,United Kingdom,25-Nov-22,2024,TV-MA,3 Seasons,"Drama, Romance",A compelling story of courage and survival.
s199,Movie,The Crown 141,Harry Bradbeer,Úrsula Corberó|Álvaro Morte,India,22-Feb-15,1999,TV-MA,172 min,"Thriller, Sci-Fi & Fantasy",A mystery unfolds with unexpected twists.
s200,TV Show,Lucifer 17,Martin Scorsese,Henry Cavill|Sam Claflin,Germany,2-Nov-25,2016,TV-MA,1 Seasons,"Drama, Sci-Fi & Fantasy",Friends face extraordinary challenges together.
s201,TV Show,The Crown 826,Tim Burton,Chris Hemsworth|Rudhraksh Jaiswal,India,7-Apr-26,2023,TV-14,1 Seasons,"Thriller, Comedy",An emotional journey of hope and resilience.
s202,TV Show,Narcos 81,Anthony Russo,Ryan Gosling|Chris Evans,Japan,29-Dec-20,2026,TV-14,6 Seasons,"Thriller, Action & Adventure",A compelling story of courage and survival.
s203,Movie,Narcos 387,The Duffer Brothers,Lee Jung-jae|Park Hae-soo,United States,3-Feb-24,1990,TV-14,86 min,"Comedy, Thriller",A mystery unfolds with unexpected twists.
s204,TV Show,Enola Holmes 217,Hwang Dong-hyuk,Lee Jung-jae|Park Hae-soo,South Korea,15-Dec-15,1992,TV-MA,2 Seasons,"Sci-Fi & Fantasy, Documentaries",An emotional journey of hope and resilience.
s205,Movie,Red Notice 985,Sam Hargrave,Jenna Ortega|Luis Guzmán,France,20-Jan-22,1994,PG,97 min,"Action & Adventure, Sci-Fi & Fantasy",A thrilling adventure filled with suspense.
s206,TV Show,Stranger Things 810,Shawn Levy,Henry Cavill|Sam Claflin,Canada,11-Aug-23,1993,TV-MA,6 Seasons,"Romance, Comedy",A compelling story of courage and survival.
s207,TV Show,Red Notice 650,Rawson Marshall Thurber,Lee Jung-jae|Park Hae-soo,Japan,27-Apr-22,2004,PG,7 Seasons,"Romance, Thriller",A thrilling adventure filled with suspense.
s208,TV Show,Enola Holmes 731,Shawn Levy,Chris Hemsworth|Rudhraksh Jaiswal,South Korea,16-Aug-21,1999,PG-13,2 Seasons,"Action & Adventure, Crime",A mystery unfolds with unexpected twists.
s209,TV Show,Wednesday 6,Rawson Marshall Thurber,Lee Jung-jae|Park Hae-soo,Canada,22-May-17,2007,TV-MA,6 Seasons,"Action & Adventure, Drama",A thrilling adventure filled with suspense.
s210,TV Show,The Crown 106,Martin Scorsese,Chris Hemsworth|Rudhraksh Jaiswal,Canada,29-Jun-26,2025,TV-MA,8 Seasons,"Crime, Romance",A mystery unfolds with unexpected twists.
s211,Movie,Narcos 798,Shawn Levy,Henry Cavill|Sam Claflin,Spain,12-Apr-24,2026,R,112 min,"Action & Adventure, Crime",A mystery unfolds with unexpected twists.
s212,Movie,The Adam Project 275,Álex Pina,Jenna Ortega|Luis Guzmán,India,11-Jan-21,2000,PG-13,92 min,"Sci-Fi & Fantasy, Thriller",Friends face extraordinary challenges together.
s213,TV Show,Squid Game 967,Sam Hargrave,Lee Jung-jae|Park Hae-soo,Brazil,6-Feb-23,2002,PG-13,2 Seasons,"Comedy, Documentaries",Friends face extraordinary challenges together.
s214,Movie,Wednesday Files 390,Anthony Russo,Lee Jung-jae|Park Hae-soo,Canada,14-Jun-22,2017,R,125 min,"Action & Adventure, Documentaries",Friends face extraordinary challenges together.
s215,Movie,The Irishman 988,Joe Russo,Robert De Niro|Al Pacino,South Korea,17-Jan-22,2021,R,136 min,"Thriller, Action & Adventure",A mystery unfolds with unexpected twists.
s216,TV Show,Money Heist 955,Hwang Dong-hyuk,Úrsula Corberó|Álvaro Morte,Brazil,10-Mar-23,2024,TV-14,7 Seasons,"Drama, Crime",A mystery unfolds with unexpected twists.
s217,Movie,Wednesday 839,Joe Russo,Lee Jung-jae|Park Hae-soo,United Kingdom,14-Jul-21,2009,TV-14,131 min,"Sci-Fi & Fantasy, Crime",A thrilling adventure filled with suspense.
s218,TV Show,Bridgerton 613,Álex Pina,Ryan Gosling|Chris Evans,Germany,28-Aug-16,2022,PG-13,7 Seasons,"Drama, Romance",Friends face extraordinary challenges together.
s219,Movie,Dark 171,Harry Bradbeer,Ryan Reynolds|Gal Gadot,Brazil,26-Jul-20,2015,PG,88 min,"Romance, Drama",A compelling story of courage and survival.
s220,Movie,Manifest 765,The Duffer Brothers,Henry Cavill|Sam Claflin,Brazil,24-Dec-19,2026,TV-14,108 min,"Documentaries, Action & Adventure",A mystery unfolds with unexpected twists.
s221,TV Show,Red Notice 495,Shawn Levy,Millie Bobby Brown|Finn Wolfhard,France,26-Sep-22,1995,TV-MA,3 Seasons,"Action & Adventure, Documentaries",Friends face extraordinary challenges together.
s222,TV Show,Manifest 495,Anthony Russo,Lee Jung-jae|Park Hae-soo,India,22-Aug-19,2018,PG-13,8 Seasons,"Crime, Drama",Friends face extraordinary challenges together.
s223,Movie,Red Notice 870,Anthony Russo,Chris Hemsworth|Rudhraksh Jaiswal,United Kingdom,31-Jul-17,2005,R,178 min,"Action & Adventure, Sci-Fi & Fantasy",A thrilling adventure filled with suspense.
s224,TV Show,Enola Holmes 817,Joe Russo,Jenna Ortega|Luis Guzmán,United Kingdom,13-May-25,2017,PG-13,7 Seasons,"Drama, Crime",An emotional journey of hope and resilience.
s225,Movie,Narcos 5,Sam Hargrave,Úrsula Corberó|Álvaro Morte,South Korea,19-Aug-24,1994,R,132 min,"Comedy, Romance",An emotional journey of hope and resilience.
s226,Movie,The Gray Man 469,Shawn Levy,Millie Bobby Brown|Finn Wolfhard,Japan,24-Apr-22,2023,PG,121 min,"Romance, Sci-Fi & Fantasy",A mystery unfolds with unexpected twists.
s227,Movie,Bridgerton 633,Tim Burton,Millie Bobby Brown|Finn Wolfhard,Brazil,23-Nov-22,1995,TV-14,119 min,"Crime, Drama",A thrilling adventure filled with suspense.
s228,TV Show,Dark 711,Tim Burton,Henry Cavill|Sam Claflin,France,8-Feb-19,2016,R,2 Seasons,"Action & Adventure, Sci-Fi & Fantasy",A mystery unfolds with unexpected twists.
s229,TV Show,You 711,Harry Bradbeer,Jenna Ortega|Luis Guzmán,Germany,30-Nov-25,2000,PG-13,3 Seasons,"Sci-Fi & Fantasy, Comedy",A thrilling adventure filled with suspense.
s230,TV Show,Dark 975,Martin Scorsese,Lee Jung-jae|Park Hae-soo,United Kingdom,15-Mar-16,2002,PG-13,8 Seasons,"Documentaries, Thriller",A mystery unfolds with unexpected twists.
s231,TV Show,The Irishman 85,Hwang Dong-hyuk,Ryan Reynolds|Gal Gadot,Spain,17-Dec-25,2008,TV-MA,8 Seasons,"Sci-Fi & Fantasy, Comedy",An emotional journey of hope and resilience.
s232,TV Show,Outer Banks 761,Álex Pina,Henry Cavill|Sam Claflin,Germany,4-Apr-25,1997,R,3 Seasons,"Comedy, Action & Adventure",An emotional journey of hope and resilience.
s233,TV Show,You 224,Joe Russo,Chris Hemsworth|Rudhraksh Jaiswal,Spain,24-Nov-24,2009,TV-MA,1 Seasons,"Documentaries, Action & Adventure",Friends face extraordinary challenges together.
s234,Movie,Enola Holmes 215,Hwang Dong-hyuk,Robert De Niro|Al Pacino,Brazil,19-Aug-17,2017,TV-14,131 min,"Action & Adventure, Romance",A thrilling adventure filled with suspense.
s235,Movie,Outer Banks 360,The Duffer Brothers,Millie Bobby Brown|Finn Wolfhard,Brazil,1-May-16,2024,TV-14,178 min,"Crime, Documentaries",Friends face extraordinary challenges together.
s236,TV Show,Stranger Things 986,Joe Russo,Ryan Reynolds|Gal Gadot,South Korea,19-Feb-17,1998,TV-14,5 Seasons,"Thriller, Comedy",Friends face extraordinary challenges together.
s237,Movie,Lucifer 146,Hwang Dong-hyuk,Millie Bobby Brown|Finn Wolfhard,France,23-Oct-23,2014,PG-13,172 min,"Comedy, Crime",A compelling story of courage and survival.
s238,TV Show,Bridgerton 974,Álex Pina,Robert De Niro|Al Pacino,Brazil,12-Apr-23,1990,TV-MA,5 Seasons,"Documentaries, Crime",Friends face extraordinary challenges together.
s239,Movie,The Gray Man 992,Joe Russo,Úrsula Corberó|Álvaro Morte,Japan,3-Dec-23,2007,PG,176 min,"Sci-Fi & Fantasy, Action & Adventure",An emotional journey of hope and resilience.
s240,Movie,Ozark 916,Harry Bradbeer,Ryan Reynolds|Gal Gadot,United States,19-Nov-25,1996,PG-13,147 min,"Drama, Documentaries",A thrilling adventure filled with suspense.
s241,TV Show,The Crown 208,Tim Burton,Millie Bobby Brown|Finn Wolfhard,United Kingdom,6-Jan-15,2007,TV-MA,8 Seasons,"Crime, Action & Adventure",A compelling story of courage and survival.
s242,TV Show,Narcos 641,Rawson Marshall Thurber,Úrsula Corberó|Álvaro Morte,France,29-Feb-16,1995,TV-MA,3 Seasons,"Drama, Comedy",A mystery unfolds with unexpected twists.
s243,Movie,Manifest 697,Álex Pina,Ryan Reynolds|Gal Gadot,United States,27-Jan-20,2011,TV-MA,91 min,"Romance, Crime",A thrilling adventure filled with suspense.
s244,TV Show,Narcos 92,Shawn Levy,Chris Hemsworth|Rudhraksh Jaiswal,Canada,19-Feb-20,2013,PG,2 Seasons,"Action & Adventure, Thriller",A thrilling adventure filled with suspense.
s245,Movie,Wednesday Files 666,Tim Burton,Lee Jung-jae|Park Hae-soo,Canada,11-Mar-15,2003,TV-14,83 min,"Romance, Sci-Fi & Fantasy",A mystery unfolds with unexpected twists.
s246,Movie,Stranger Things 771,Shawn Levy,Ryan Gosling|Chris Evans,Canada,3-Apr-17,2017,PG,86 min,"Action & Adventure, Comedy",Friends face extraordinary challenges together.
s247,Movie,Red Notice 869,Harry Bradbeer,Millie Bobby Brown|Finn Wolfhard,Spain,23-May-21,2023,R,106 min,"Thriller, Crime",A mystery unfolds with unexpected twists.
s248,TV Show,Lucifer 396,Shawn Levy,Úrsula Corberó|Álvaro Morte,Japan,14-May-20,1994,R,1 Seasons,"Drama, Action & Adventure",Friends face extraordinary challenges together.
s249,Movie,Dark 560,Harry Bradbeer,Jenna Ortega|Luis Guzmán,Japan,9-Jun-24,1994,TV-MA,124 min,"Comedy, Drama",Friends face extraordinary challenges together.
s250,Movie,Narcos 519,Rawson Marshall Thurber,Henry Cavill|Sam Claflin,France,10-May-16,2017,PG-13,80 min,"Comedy, Crime",An emotional journey of hope and resilience.
s251,Movie,The Adam Project 81,The Duffer Brothers,Úrsula Corberó|Álvaro Morte,United Kingdom,15-Nov-16,2024,PG,110 min,"Romance, Sci-Fi & Fantasy",A compelling story of courage and survival.
s252,TV Show,Extraction 251,Shawn Levy,Ryan Gosling|Chris Evans,India,8-May-20,2019,R,7 Seasons,"Drama, Action & Adventure",A thrilling adventure filled with suspense.
s253,Movie,Red Notice 168,Álex Pina,Robert De Niro|Al Pacino,Germany,29-Jan-18,2023,PG,76 min,"Action & Adventure, Documentaries",A thrilling adventure filled with suspense.
s254,TV Show,Ozark 827,Joe Russo,Millie Bobby Brown|Finn Wolfhard,Germany,29-Aug-15,1994,PG,2 Seasons,"Comedy, Thriller",A mystery unfolds with unexpected twists.
s255,TV Show,Outer Banks 171,Anthony Russo,Jenna Ortega|Luis Guzmán,South Korea,16-Mar-26,1996,R,1 Seasons,"Comedy, Documentaries",An emotional journey of hope and resilience.
